Nome,Endereço,Cidade,Avaliação,Tipos,Latitude,Longitude,Place_ID
Parque Ferraz Costa,"R. Antônio Ferraz Costa, s/n - Vila Santa Cruz, Itatiba - SP, 13251-360, Brasil","Itatiba, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-229.991.235,-468.351.024,ChIJT3sHeI8qz5QRcGGK9Bm5O5w
Parque da Juventude,"Avenida Prefeito Erasmo Chrispim - Avenida Prefeito, Av. José Benedito Franzine, n° 100 - Bairro do Engenho, Itatiba - SP, 13255-130, Brasil","Itatiba, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-230.277.057,-468.383.106,ChIJbxqjPRMqz5QR41f0RHHshx4
Zooparque Itatiba,"Paraíso das Aves - Av. ZooParque Itatiba, Rod. Dom Pedro I, KM 95.5, Itatiba - SP, 13254-762, Brasil","Itatiba, SP",4.7,"zoológico, atração turística, ponto de interesse, estabelecimento",-230.465.552,-467.471.243,ChIJVbEu0SzRzpQR6EPSsvdYVv0
Museu Histórico Municipal 'Pe. Francisco de Paula Lima',"Praça da Bandeira, 122 - Centro, Itatiba - SP, 13250-320, Brasil","Itatiba, SP",4.3,"museu, ponto de interesse, estabelecimento",-230.062.188,-46.838.924,ChIJYy_CXgQrz5QRZ7vmq_hHKGQ
Sítio São José,"Estr. Mun. Tereza Bernardes - Tapera Grande, Itatiba - SP, 13250-000, Brasil","Itatiba, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-230.509.087,-468.749.748,ChIJc4RbE58rz5QR1R0GmrOq_IE
Vivendas do engenho d agua,"Vivendas do Engenho D Água, Itatiba - SP, 13252-460, Brasil","Itatiba, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-229.644.275,-468.034.933,ChIJkctruZXVzpQRz6g477xFcpc
Parque da Cidade,"Av. Emílio Chechinato, 706 - Jardim Samambaia, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.5,"parque, atração turística, ponto de interesse, estabelecimento",-231.516.914,-47.051.432,ChIJ61DFJSkxz5QRc_ZFhBH-D54
Distrito Turístico Serra Azul,"Estrada Municipal Joaquim Bueno Neto, 9999 - Rio Abaixo, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-231.062.149,-470.088.187,ChIJxW7wTQAxz5QRSExssuYqgak
Wet'n Wild Parque Aquático,"Estr. Serra Azul, 1000 - Jardim Alegre, Itupeva - SP, 13299-602, Brasil","Itupeva, SP",4.4,"atração turística, parque de diversões, parque, ponto de interesse, estabelecimento",-231.019.074,-470.093.155,ChIJM8lQF64lz5QRngvTDwLHlXk
Apiário Nona Emilia,"Via Paulo Leone, 1050 - Pinherinho, Itupeva - SP, 13296-450, Brasil","Itupeva, SP",4.7,"atração turística, adega, alimentação, saúde, loja, ponto de interesse, estabelecimento",-231.803.279,-4.704.502.799.999.990,ChIJY7J8vrwwz5QREAjp1MddaLA
Praça do Engenho Antigo,"Jardim Sao Vicente, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",5.0,"parque, ponto de interesse, estabelecimento",-231.511.091,-470.585.512,ChIJzVOWcRU3z5QRZkGOrKO9-Ds
Antiga Estação de Trem Monte Serrat,"Estr. Mun IVA_185, 123 - Monte Serrat, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",3.9,"parque, ponto de interesse, estabelecimento",-231.391.579,-470.850.172,ChIJ89ucy3A3z5QRk7hmwGlZkSg
Parque dos Resedas,"Alameda dos Flamboyants, S/N - Parque dos Cafezais II, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.6,"parque, ponto de interesse, estabelecimento",-231.599.204,-470.865.278,ChIJoU04MPE2z5QRogdraiIShgI
Sítio Frediani - Turismo Rural,"Estr. Eng. Aurélio José Frediani, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.4,"atração turística, hospedagem, ponto de interesse, estabelecimento",-230.688.269,-470.333.573,ChIJH0vPWwkzz5QRN3s1Hge657c
COMTUR - Itupeva,"Praça São Paulo, 02 - Vila Paraizo, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.5,"escritório do governo local, ponto de interesse, estabelecimento",-231.511.897,-470.569.433,ChIJAwAAANwwz5QRWeBA6G4L4o8
Sítio Sassafraz,"Via Paulo Leone, 1400 - Pinheirinho, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.4,"restaurante, alimentação, ponto de interesse, estabelecimento",-23.181.045,-470.422.169,ChIJveo-y7wwz5QR2vG-RRopYQg
Chácara Horizonte Azul - Itupeva,"Aglomeração Urbana de Jundiaí, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.7,"parque, ponto de interesse, estabelecimento",-23.136.061,-47.120.413,ChIJIaJivjc1z5QRndXGkcLk4N4
Parque das Vinhas,"Parque das Vinhas - Jardim Primavera, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",,"bairro, político",-231.562.893,-470.503.146,ChIJT82E0tcwz5QRiJmnR82-5uQ
Complexo Turístico da Cachoeira,"R. Nove de Julho, s/n - Centro, Salto - SP, 13320-200, Brasil","Itupeva, SP",4.5,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-232.075.858,-472.954.203,ChIJJ2aw3PxRz5QRAlLtyKQfkw4
"Andrisa Turismo ""Itupeva""","Jardim Primavera, Itupeva - SP, 13295-756, Brasil","Itupeva, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-231.554.863,-470.455.293,ChIJLTDV5Ngwz5QR8_f9-be2iP4
Rofer Cervejaria Artesanal,"Via Estevão Poli, 1250 - Do Bonfim, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.5,"bar, restaurante, alimentação, ponto de interesse, estabelecimento",-231.665.096,-470.665.711,ChIJJ21xOS83z5QRkdhS5RFkB3s
Cachoeira da Toca,"Nova Odessa, Jundiaí - SP, Brasil","Itupeva, SP",3.9,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-231.254.898,-468.237.657,ChIJ79e3Tf_ZzpQRbeLug1z4zK8
Cristo Redentor,"Rod. Edenor João Tasca, s/n - Mirante Estrelas, Vinhedo - SP, 13280-000, Brasil","Itupeva, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-230.241.507,-46.957.114,ChIJu5LGuz4tz5QRXofkkpGm0wY
Trem da República de Itu,"Praça Dr. Gaspar Ricardo, 50 - Liberdade, Itu - SP, 13301-009, Brasil","Itupeva, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-232.562.611,-473.056.674,ChIJ4cwyzxBRz5QRhUclVkbRtKY
Complexo Esportivo Dorival Raymundo,"R. Profa. Deolinda Silveira de Camargo, 300 - Jardim Sao Vicente, Itupeva - SP, 13295-000, Brasil","Itupeva, SP",4.5,"ponto de interesse, estabelecimento",-231.573.041,-470.577.613,ChIJXaHOqCoxz5QRD6MFiKvazno
Sitio do Amanhã,"JAR, 379 - Campo Largo, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-231.888.671,-466.925.067,ChIJc83tCwDdzpQRUEVhshgnF-8
Mirante improvisado,"Av. Jurandyr Bardi da Fonseca - Invernada, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-231.211.986,-467.942.517,ChIJhb3X25zZzpQRjcOkJCpGn7M
Coração a Galope,"R6HH+G8 - Aglomeração Urbana de Jundiaí, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.7,"agência de viagens, ponto de interesse, estabelecimento",-23.171.138,-46.771.667,ChIJrQLWNhHZzpQRN3J82IOzH98
Lago do Major,"Alameda Prof. Lucas Nogueira Garcez, 409 - Centro, Atibaia - SP, Brasil","Jarinu, SP",4.5,"parque, atração turística, ponto de interesse, estabelecimento",-231.203.016,-465.496.017,ChIJyUhSNefAzpQRmvdgf02bRTY
Parque do Morango Duílio Maziero,"Atibaia - SP, Brasil","Jarinu, SP",4.2,"ponto de interesse, estabelecimento",-230.729.675,-466.787.567,ChIJF4yCG6_azpQRLOzLLrU9akQ
Zooparque Itatiba,"Paraíso das Aves - Av. ZooParque Itatiba, Rod. Dom Pedro I, KM 95.5, Itatiba - SP, 13254-762, Brasil","Jarinu, SP",4.7,"zoológico, atração turística, ponto de interesse, estabelecimento",-230.465.552,-467.471.243,ChIJVbEu0SzRzpQR6EPSsvdYVv0
Alambique Zanoni,"R. Juvenal Alvin, 58 - Centro, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.6,"adega, loja, ponto de interesse, estabelecimento",-231.012.542,-467.287.308,ChIJ6b-71RTazpQRzkhVX9yXod4
Parque Municipal Edmundo Zanoni,"Av. Horácio Netto, 1030 - Vila Loanda, Atibaia - SP, 12945-010, Brasil","Jarinu, SP",4.5,"parque, atração turística, ponto de interesse, estabelecimento",-231.170.769,-465.364.227,ChIJ_9AR4erAzpQR1pBBcB1PR7g
EDDYTOUR,"Centro, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-231.043.621,-467.284.799,ChIJJz3PEXzbzpQRetXLkCNycQM
Parque Ecológico Dr. Paulino Recch,"R. Salermo, s/n - Silvestre, Amparo - SP, Brasil","Jarinu, SP",4.3,"atração turística, parque, ponto de interesse, estabelecimento",-227.055.927,-46.782.205,ChIJPaFOVSEhyZQRyesr0-1n3U4
Cachoeira da Toca,"Nova Odessa, Jundiaí - SP, Brasil","Jarinu, SP",3.9,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-231.254.898,-468.237.657,ChIJ79e3Tf_ZzpQRbeLug1z4zK8
Teleférico de Atibaia,"Alameda Prof. Lucas Nogueira Garcez, 60 - Vila Thais, Atibaia - SP, 12942-005, Brasil","Jarinu, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento",-231.206.535,-46.549.559,ChIJz0ywMefAzpQRk1NTNweQjZA
Parque Nipo Atibaia,"R. Libero Badaró - Estancia Santa Maria do Laranjal, Atibaia - SP, Brasil","Jarinu, SP",4.5,"parque, ponto de interesse, estabelecimento",-23.097.556,-466.237.557,ChIJRRyNNFHEzpQROXpsN7kphJM
Parque Ferraz Costa,"R. Antônio Ferraz Costa, s/n - Vila Santa Cruz, Itatiba - SP, 13251-360, Brasil","Jarinu, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-229.991.235,-468.351.024,ChIJT3sHeI8qz5QRcGGK9Bm5O5w
Cogumelos Mazzei,"Av. São Luiz, 448 - Maracanã, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.4,"supermercado, alimentação, loja, ponto de interesse, estabelecimento",-23.135.842,-46.719.287,ChIJfYN6waLbzpQR7Taf0K2Apzs
Museu Municipal João Batista Conti,"Praça Bento Paes, s/n - Centro, Atibaia - SP, 12940-810, Brasil","Jarinu, SP",4.4,"atração turística, museu, ponto de interesse, estabelecimento",-231.170.049,-465.561.917,ChIJT6Z0yCDBzpQRmn4QzGrh5rI
Castelinho de Atibaia (MB),"Portão, Atibaia - SP, Brasil","Jarinu, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-23.215.044,-465.827.148,ChIJFUOM7kTrzpQR-fNyEKK3nK8
Equo tumã,"Estr. Mun. Pedro Franco de Moura - Aglomeração Urbana de Jundiaí, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",5.0,"ponto de interesse, estabelecimento",-230.841.368,-46.742.207,ChIJ56WsGx7RzpQRsDX2__w6dxE
Adega Quatro Marias,"Av. Estrada Benvenuto Parise Km 2,8, s/n - Chavi, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.6,"adega, alimentação, loja, ponto de interesse, estabelecimento",-230.910.094,-46.748.342,ChIJ5RAxV1XXzpQR4p3tvozG-jk
Sítio Rancho do Vale,"Sítio Rancho do Vale - Estrada Municipal Jacinto Marin, s/n - Pitangal, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.5,"restaurante, alimentação, ponto de interesse, estabelecimento",-231.035.459,-467.721.566,ChIJpeJy4wjZzpQRxDiYCNjz67c
Parque da Juventude,"Avenida Prefeito Erasmo Chrispim - Avenida Prefeito, Av. José Benedito Franzine, n° 100 - Bairro do Engenho, Itatiba - SP, 13255-130, Brasil","Jarinu, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-230.277.057,-468.383.106,ChIJbxqjPRMqz5QR41f0RHHshx4
Hotel Fazenda Pirâmides,"Rod. Edgard Máximo Zambotto, KM 74,5 - Vargem Grande, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.3,"spa, hospedagem, restaurante, alimentação, saúde, ponto de interesse, estabelecimento",-230.841.249,-46.712.138,ChIJjZi0JXzazpQRS7uqmdFYXkw
Parque Ecológico Pedro Mineiro,"Morungaba - SP, 13260-000, Brasil","Jarinu, SP",4.2,"parque, atração turística, ponto de interesse, estabelecimento",-228.804.942,-468.049.201,ChIJl3QhvIopyZQR3vxlFbVmo4k
Restaurante e Vinícola Santa Bruna,"Estrada Municipal Xisto Valter Bernucci, KM 1.5 - Dos Pereiras, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",4.7,"restaurante, alimentação, ponto de interesse, estabelecimento",-231.166.496,-466.809.912,ChIJVazztjrbzpQRXBY1ykbmfew
Sítio Juancci,"Estrada Municipal Benvenuto Parise, 3208 Bifurcação com a Dois Coqueiros, R. Juvenal Alvin - Breu, Jarinu - SP, 13240-000, Brasil","Jarinu, SP",5.0,"restaurante, alimentação, ponto de interesse, estabelecimento",-23.087.933,-467.499.376,ChIJuaCABkvXzpQRp2qmZ2FxcNI
Fazenda Santo Antônio,"Estr. das Rainhas, 2040 - Pte. Preta, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-230.680.432,-469.443.199,ChIJjRZmfOItz5QRRmtfDquGidY
Estação Ferroviária de Louveira,"Rua 21 de Março, 35-159 - Vila Pasti, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.7,"museu, ponto de interesse, estabelecimento",-230.852.126,-469.489.937,ChIJzaNQAHkuz5QRgxW32CF-bJo
Área de Lazer José Finamore,"Parque dos Estados, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.5,"ponto de interesse, estabelecimento",-230.917.551,-469.616.438,ChIJc6gaZ3Muz5QRCzlIyTsBK90
Parque Luigi Martini,"R. Catharina Calssavara Caldana, 451 - Leitão, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.8,"parque, ponto de interesse, estabelecimento",-230.905.817,-469.460.895,ChIJ9cgEO78vz5QRM02a9qNzC54
Trem turístico Jundiaí à Campinas,"R. 21 de Março, 35 - Vila Pasti, Louveira - SP, 13290-000, Brasil","Louveira, SP",1.0,"museu, ponto de interesse, estabelecimento",-230.858.994,-469.488.041,ChIJDT0fcKYvz5QRa5yMqnO49QY
ADV VIAGENS,"R. Santo Scarance, 58 - Res. Serra Azul, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.6,"agência de viagens, ponto de interesse, estabelecimento",-230.862.639,-46.979.587,ChIJucKejvgtz5QRuJ4MUA7yI38
Igreja São Sebastião,"Praça Júlio Mesquita, 342 - Centro, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.9,"igreja, local de culto, ponto de interesse, estabelecimento",-23.088.348,-469.502.477,ChIJj7FJCnkuz5QRV8OCxVeDO-U
Cristo Redentor,"Rod. Edenor João Tasca, s/n - Mirante Estrelas, Vinhedo - SP, 13280-000, Brasil","Louveira, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-230.241.507,-46.957.114,ChIJu5LGuz4tz5QRXofkkpGm0wY
Parque Municipal Jayme Ferragut,"Estr. da Boiada, S/N - Portal, Vinhedo - SP, 13280-000, Brasil","Louveira, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento",-230.432.771,-469.839.549,ChIJ70ewQJwyz5QRtsSFmekJPbs
Vinhos Micheletto - vinícola e vinhedo,"Estrada Tereza Bizetto, Estr. Mun. Tereza Bizeto Cestarolli, 218 - Bairro Cestarolli, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.7,"adega, supermercado, loja, alimentação, ponto de interesse, estabelecimento",-230.652.829,-4.692.757.630.000.000,ChIJvZZLWjssz5QRvSrnPRbzYE8
ECOPARK LOUVEIRA,"R. Francisco de Oliveira Rainha, 1608, Vinhedo - SP, 13280-000, Brasil","Louveira, SP",3.4,"agência de viagens, ponto de interesse, estabelecimento",-230.643.167,-469.474.874,ChIJSwXlfWotz5QRJs3qeH1aSYg
CIT - Centro de Informações Turísticas,"R. 21 de Março, 65 - Vila Pasti, Louveira - SP, 13291-006, Brasil","Louveira, SP",3.7,"agência de viagens, ponto de interesse, estabelecimento",-230.850.866,-469.489.908,ChIJe__vAHkuz5QRJY8wBWPCki4
Memorial do Imigrante,"Av. dos Imigrantes, 605 - Jardim Italia, Vinhedo - SP, 13280-000, Brasil","Louveira, SP",4.4,"atração turística, ponto de interesse, estabelecimento",-230.388.997,-469.846.047,ChIJPfVxOp8yz5QRjZMpYP5T1zE
Cose Dell'Abadia,"Av. Nossa Sra. da Abadia, 705 - Jardim Abadia, Louveira - SP, 13293-420, Brasil","Louveira, SP",4.8,"cafe, alimentação, ponto de interesse, estabelecimento",-230.915.349,-469.244.504,ChIJ04ryAZUuz5QR7Y2CzXrzGcA
Parque da Juventude,"Avenida Prefeito Erasmo Chrispim - Avenida Prefeito, Av. José Benedito Franzine, n° 100 - Bairro do Engenho, Itatiba - SP, 13255-130, Brasil","Louveira, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-230.277.057,-468.383.106,ChIJbxqjPRMqz5QR41f0RHHshx4
Cachoeira da Toca,"Nova Odessa, Jundiaí - SP, Brasil","Louveira, SP",3.9,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-231.254.898,-468.237.657,ChIJ79e3Tf_ZzpQRbeLug1z4zK8
"Andrisa turismo ""Louveira""","R. Treze de Junho, 492 - Santo Antônio, Louveira - SP, 13290-000, Brasil","Louveira, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-230.876.965,-469.778.703,ChIJH9ZBOeAtz5QRk66pEEFTUyY
Parque Ferraz Costa,"R. Antônio Ferraz Costa, s/n - Vila Santa Cruz, Itatiba - SP, 13251-360, Brasil","Louveira, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-229.991.235,-468.351.024,ChIJT3sHeI8qz5QRcGGK9Bm5O5w
Mirante,"Pinheirinho/Represa, Jundiaí - SP, Brasil","Louveira, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-231.560.916,-468.973.563,ChIJQzj41x8nz5QRVFPSNlmyHIg
Sítio São José,"Estr. Mun. Tereza Bernardes - Tapera Grande, Itatiba - SP, 13250-000, Brasil","Louveira, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-230.509.087,-468.749.748,ChIJc4RbE58rz5QR1R0GmrOq_IE
Vinicola Cestaroli,"Estr. Mun. Tereza Bizeto Cestarolli, 1476 - Cestaroli, Louveira - SP, 13290-000, Brasil","Louveira, SP",4.7,"alimentação, ponto de interesse, estabelecimento",-230.652.127,-469.247.186,ChIJ5eInLSMsz5QR9QIuTFH6hrs
Parque do Trabalhador - Corrupira,"Av. Nícola Accieri, 1900 - Corrupira, Jundiaí - SP, 13214-800, Brasil","Louveira, SP",4.3,"parque, atração turística, ponto de interesse, estabelecimento",-231.106.707,-469.188.029,ChIJ1bMTgSAvz5QRBbNxjDdV91E
Parque Ecológico Pedro Mineiro,"Morungaba - SP, 13260-000, Brasil","Morungaba, SP",4.2,"parque, atração turística, ponto de interesse, estabelecimento",-228.804.942,-468.049.201,ChIJl3QhvIopyZQR3vxlFbVmo4k
Túnel de Bambu,"Morungaba - SP, 13260-000, Brasil","Morungaba, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-228.963.758,-467.870.741,ChIJxfpLnX4ryZQRN9YJ_3tIOZs
Passa três,"4668+PW, Morungaba - SP, 13260-000, Brasil","Morungaba, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-228.881.587,-467.826.779,ChIJeXfK2soryZQRxo8sDJBoH9Q
Praça dos Italianos,"Praça dos Italianos, Morungaba - SP, 13260-000, Brasil","Morungaba, SP",4.5,"parque, ponto de interesse, estabelecimento",-22.875.933,-467.915.735,ChIJX7Dd748pyZQRpwHEDk1esvg
Cristo de morungaba,"Morungaba - SP, 13260-000, Brasil","Morungaba, SP",4.0,"atração turística, ponto de interesse, estabelecimento",-228.766.024,-468.044.343,ChIJGY02bHQpyZQRyeIZzKL2qkE
Totem eu amo morungaba,"Morungaba - SP, 13260-000, Brasil","Morungaba, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-22.875.937,-467.927.657,ChIJU-6kx40pyZQRD7SI_D6Kmu8
Serra do Mursa,"Aglomeração Urbana de Jundiaí, Várzea Paulista - SP, Brasil","Várzea Paulista, SP",4.8,"atração turística, parque, ponto de interesse, estabelecimento",-232.499.283,-468.107.244,ChIJK5aP9evfzpQRx7d4Pc6IQgE
Praça da Bíblia,"R. Pedro Gutierrez - Jardim Primavera, Várzea Paulista - SP, 13220-290, Brasil","Várzea Paulista, SP",4.0,"academia, saúde, ponto de interesse, estabelecimento",-232.114.801,-468.400.391,ChIJh5t92Lsgz5QRhPjJE95rgVg
Bosque Zequinha de Abreu,"R. Minas Gerais, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.2,"atração turística, ponto de interesse, estabelecimento",-224.731.697,-466.280.012,ChIJr-rfE6wRyZQRC3ohDxChVvo
Praça Adhemar de Barros,"R. Alemanha, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.6,"ponto de interesse, estabelecimento",-22.471.754,-466.291.313,ChIJNQk0l60RyZQRKOkLNiKgmNM
Morro do Cruzeiro,"R. dos Adonis, 2-140, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-224.788.447,-466.286.427,ChIJI3mQdqoRyZQRvC6gWal8w50
Portal de Entrada de Águas de Lindóia,"Rod. Eng. Geraldo Mantovani, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.7,"marco, atração turística, ponto de interesse, estabelecimento",-224.876.103,-466.333.405,ChIJvXsrFP0QyZQR4fku-C_L7c0
Águas de Lindoia - Circuito das Águas e Flores Paulista,"Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-224.713.484,-46.629.966,ChIJu-CXo8YRyZQRGSebVRSkO3s
Balneário Municipal de Águas de Lindóia,"Al. Marie Curie, 01 - Jardim Paraíso, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.4,"parque de diversões, spa, ponto de interesse, estabelecimento",-22.475.543,-4.662.563.069.999.990,ChIJ7YVNDqkRyZQRPTTA_eVvcVs
Ponto das Capivaras,"R. Pref. Romildo Tortelli, 185 - Jardim Maciel, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-224.706.799,-466.294.017,ChIJ-7UnBVkRyZQRTVc6FviXj28
Ponto do trenzinho,"Pc Ademar de Francos, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.4,"atração turística, ponto de interesse, estabelecimento",-224.718.125,-466.292.914,ChIJtxnNNe0RyZQRFJ2j61gso1Q
Circuito Turístico de Águas de Lindóia,"Av. Brasil, 12, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-224.753.268,-466.329.698,ChIJhaK87acRyZQRbpvVBac1q-4
Cristo Redentor,"Assumpção Netto, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-224.789.001,-466.286.306,ChIJx_rTd6oRyZQRjjykh_Tk_A8
Sítio 7 Quedas Adventure,"Estr. Morro Pelado, 2947 - Morro Pelado, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.4,"atração turística, ponto de interesse, estabelecimento",-224.433.824,-466.148.907,ChIJG3Ocu90RyZQRbpej-u6xY2s
Thermas Hot World Parque Aquático em Águas de Lindóia,"R. Domingos Lazari, 1800 - Pimenteis, Águas de Lindóia - SP, 13940-000, Brasil","Águas de Lindóia, SP",4.1,"atração turística, parque de diversões, parque, ponto de interesse, estabelecimento",-2.247.257,-465.889.311,ChIJC4j419YTyZQRQ3ixhWjWYi4
Cascata - Águas de Santa Bárbara,"Rodovia Presidente Castelo Branco, retorno, 8916 - Km 283, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.6,"parque, ponto de interesse, estabelecimento",-228.516.385,-491.842.877,ChIJ_VpOEpbtwJQRog9E-T3bKVg
Balneário Municipal Águas de Santa Bárbara,"R. Mal. Deodoro - Centro, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.5,"parque, ponto de interesse, estabelecimento",-228.800.859,-4.923.662.530.000.000,ChIJAb9l2jPywJQRjmb9W9Qrxu8
Parque das Águas,"R. Mal. Deodoro, 478-654 - Centro, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.6,"parque, atração turística, ponto de interesse, estabelecimento",-228.795.633,-4.923.797.250.000.000,ChIJ_3cWejHywJQRGbV7NAwNvXk
Prainha do Parque dos Lagos,"Av. Rio Nilo - Parque dos Lagos, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.4,"ponto de interesse, estabelecimento",-228.504.289,-49.242.055,ChIJAQAAAPfywJQRGXw4hoynpn8
Estação Ecológica Santa Bárbara,"SP-261, Km 58 A - Km 3 - Fazenda Santana, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-228.198.146,-492.305.187,ChIJ17NU9FTzwJQRvIOqLOkzzUc
Museu da Água,"R. Camilo Augusto de Campos, 487 - Jardim America, Santa Bárbara d'Oeste - SP, 13450-240, Brasil","Águas de Santa Bárbara, SP",4.4,"museu, atração turística, ponto de interesse, estabelecimento",-227.543.042,-474.210.132,ChIJ4wyWQLqdyJQRmA9JwRSKDKs
Parque dos Lagos,"Av. Rio Marinos, 15 - Parque dos Lagos, Águas de Santa Bárbara - SP, 18770-000, Brasil","Águas de Santa Bárbara, SP",4.2,"parque, ponto de interesse, estabelecimento",-228.479.858,-492.307.334,ChIJAQkg_PbywJQRdCLWb7y9z5g
Fonte Vilela,"Águas da Prata, SP, 13890-000, Brasil","Águas da Prata, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-219.338.568,-467.150.469,ChIJtxclotPOyZQRR_BpjwiXJps
Fonte Água do Padre - Água da Prata,"Águas da Prata, SP, 13890-000, Brasil","Águas da Prata, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-21.933.305,-46.710.621,ChIJPVXGFdXOyZQR7f7mT7cYO7g
Cachoeira Cascatinha,"Águas da Prata, SP, 13890-000, Brasil","Águas da Prata, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento,Cachoeira",-219.387.289,-4.670.121,ChIJK08jTdDIyZQRt3k9xaaZbBo
Cachoeira Pé Vermelho,"Águas da Prata, SP, 13890-000, Brasil","Águas da Prata, SP",4.5,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-219.487.225,-467.118.847,ChIJh-XvLczJyZQR5thLeH3YQvQ
